1994     0.03   -0.16   -0.06    0.03    0.14    0.27    0.16    0.52    0.40    0.90    1.14    1.21
1995     1.10    0.87    0.49    0.27    0.03    0.08    0.03   -0.38   -0.57   -0.72   -0.78   -0.72
1996    -0.65   -0.66   -0.48   -0.34   -0.40   -0.12   -0.14   -0.30   -0.34   -0.28   -0.30   -0.43
1997    -0.43   -0.24   -0.06    0.34    0.87    1.15    1.60    1.94    2.10    2.29    2.42    2.30
1998     2.42    2.08    1.49    0.90    0.68   -0.39   -0.73   -0.83   -0.82   -1.19   -1.23   -1.51
1999    -1.53   -1.41   -0.92   -0.81   -0.87   -0.95   -0.84   -0.98   -0.84   -1.03   -1.41   -1.54
2000    -1.79   -1.53   -1.26   -0.80   -0.80   -0.75   -0.57   -0.36   -0.39   -0.55   -0.75   -0.92
2001    -0.88   -0.63   -0.48   -0.30   -0.30   -0.11    0.01   -0.07   -0.28   -0.26   -0.28   -0.46
2002    -0.14    0.00    0.11    0.14    0.21    0.68    0.57    0.70    0.82    1.16    1.41    1.41
2003     0.98    0.64    0.48   -0.03   -0.52   -0.19    0.14    0.05    0.15    0.46    0.39    0.32
2004     0.26    0.17   -0.10    0.06    0.10    0.14    0.41    0.66    0.67    0.73    0.62    0.71
2005     0.56    0.26    0.28    0.28    0.30    0.22   -0.01   -0.04   -0.08   -0.15   -0.44   -0.75
2006    -0.98   -0.71   -0.73   -0.30   -0.11    0.09    0.03    0.37    0.63    0.76    0.98    1.10
2007     0.59    0.12   -0.15   -0.16   -0.39   -0.16   -0.37   -0.57   -1.04   -1.40   -1.58   -1.61
2008    -1.79   -1.70   -1.17   -0.89   -0.64   -0.44   -0.04   -0.04   -0.28   -0.30   -0.37   -0.90
2009    -1.00   -0.71   -0.72   -0.25    0.17    0.49    0.69    0.62    0.68    0.96    1.49    1.81
2010     1.43    1.18    1.07    0.56   -0.15   -0.62   -0.89   -1.33   -1.56   -1.65   -1.57   -1.63
2011    -1.70   -1.26   -0.98   -0.74   -0.53   -0.25   -0.23   -0.66   -0.76   -0.93   -1.09   -1.05
2012    -0.93   -0.61   -0.48   -0.29   -0.18    0.14    0.44    0.66    0.44    0.23    0.33   -0.13
2013    -0.42   -0.40   -0.14   -0.08   -0.28   -0.33   -0.28   -0.29   -0.09   -0.24   -0.02   -0.09
2014    -0.42   -0.45   -0.07    0.28    0.45    0.48    0.13    0.14    0.37    0.48    0.89    0.77
2015     0.59    0.57    0.48    0.90    1.04    1.28    1.56    1.87    2.01    2.21    2.57    2.56
2016     2.56    2.11    1.60    1.05    0.45    0.06   -0.25   -0.48   -0.46   -0.75   -0.63   -0.51
